Question,Bot
1,suis-je malade,"Les principaux symptômes de la COVID‑19 sont les suivants : *   fièvre :     *   chez l’enfant : 38 °C (100,4 °F) et plus (température rectale),     *   chez l’adulte : 38 °C (100,4 °F) et plus (température buccale),     *   chez la personne aînée : 37,8 °C (100 °F) et plus (température buccale),     *   ou 1,1 °C de plus que la valeur habituelle d’une personne; *   apparition ou aggravation d’une toux; *   difficultés respiratoires; *   chez l’enfant : 38 °C (100,4 °F) et plus (température rect"
1,"je suis un chauffeur uber, puis-je travailler?","Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
1,est-ce que la saaq est ouverte?,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
1,est-ce qu'il existe un vaccin,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
1,est-ce que mon ami peut venir m’aider à déménager?,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
1,est-ce que la saaq est ouverte?,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
1,comment se protéger de la covid ,Toute personne ayant fréquenté tout lieu public doit surveiller ses symptômes et respecter les consignes sanitaires suivantes : *   [Lavez-vous les mains](https://www.quebec.ca/sante/conseils-et-prevention/prevention-des-accidents-des-lesions-et-des-maladies/lavage-des-mains/) souvent à l'eau tiède courante et au savon pendant au moins 20 secondes. *   Utilisez un désinfectant à base d'alcool si vous n'avez pas accès à de l'eau et à du savon. *   Observez les règles d'hygiène lorsque vous tousse
1,ai-je le droit de visiter un aîné?,Les établissements de santé tolèrent les visites en cas de situations exceptionnelles ou humanitaires. Le gouvernement du Québec interdit les visites non essenti
1,différence entre grippe et covid-19,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
1,je pense avoir la covid,"Les principaux symptômes de la COVID‑19 sont les suivants : *   fièvre :     *   chez l’enfant : 38 °C (100,4 °F) et plus (température rectale),     *   chez l’adulte : 38 °C (100,4 °F) et plus (température buccale),     *   chez la personne aînée : 37,8 °C (100 °F) et plus (température buccale),     *   ou 1,1 °C de plus que la valeur habituelle d’une personne; *   apparition ou aggravation d’une toux; *   difficultés respiratoires; *   chez l’enfant : 38 °C (100,4 °F) et plus (température rect"
1,porter un masque est-ce bien ?,"Le port du couvre-visage est recommandé dans les lieux publics lorsque la distanciation physique n'est pas possible. Cela peut se produire, par exemple, en se rendant à l’épicerie ou en prenant le transport en commun. Le port du couvre-visage dans les lieux publics doit obligatoirement s’accompagner des autres mesures de protection, comme l’application des mesures d’hygiène et de distanciation physique. Pour en savoir plus, consultez la section [Consignes sanitaire pour tous](https://www.quebec."
1,est-ce que mes amis peuvent m'aider à déménager?,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
1,est-ce que le port du masque est obligatoire?,"Le port du couvre-visage est recommandé dans les lieux publics lorsque la distanciation physique n'est pas possible. Cela peut se produire, par exemple, en se rendant à l’épicerie ou en prenant le transport en commun. Le port du couvre-visage dans les lieux publics doit obligatoirement s’accompagner des autres mesures de protection, comme l’application des mesures d’hygiène et de distanciation physique. Pour en savoir plus, consultez la section [Consignes sanitaire pour tous](https://www.quebec."
1,je me sens pas bien que faire?,Toute personne ayant fréquenté tout lieu public doit surveiller ses symptômes et respecter les consignes sanitaires suivantes : *   [Lavez-vous les mains](https://www.quebec.ca/sante/conseils-et-prevention/prevention-des-accidents-des-lesions-et-des-maladies/lavage-des-mains/) souvent à l'eau tiède courante et au savon pendant au moins 20 secondes. *   Utilisez un désinfectant à base d'alcool si vous n'avez pas accès à de l'eau et à du savon. *   Observez les règles d'hygiène lorsque vous tousse
1,est-ce que les hôtels sont ouverts ?,Consultez la politique de la plateforme d’hébergement collaboratif en question. La plupart ont convenu de mesures de soutien en lien avec la crise sanitaire actuelle ou prévoient des clauses pour force ma
1,d'ou vient le covid ,"En décembre 2019, l'Organisation mondiale de la Santé a été alertée de plusieurs cas de pneumonie à Wuhan, en Chine. Le virus responsable de la maladie ne correspondait à aucun autre virus connu. Le 7 janvier 2020, la Chine a confirmé avoir détecté un nouveau virus de la famille des coronavirus responsable de cette nouvelle maladie nommée la COVID‑19. Pour en savoir plus, consultez la page sur la [Situation du coronavirus (COVID‑19) au Québec](https://www.quebec.ca/sante/problemes-de-sante/a-z/c"
1,"j,ai attrapé la covid, que dois-je faire ?","Les principaux symptômes de la COVID‑19 sont les suivants : *   fièvre :     *   chez l’enfant : 38 °C (100,4 °F) et plus (température rectale),     *   chez l’adulte : 38 °C (100,4 °F) et plus (température buccale),     *   chez la personne aînée : 37,8 °C (100 °F) et plus (température buccale),     *   ou 1,1 °C de plus que la valeur habituelle d’une personne; *   apparition ou aggravation d’une toux; *   difficultés respiratoires; *   chez l’enfant : 38 °C (100,4 °F) et plus (température rect"
1,comment soulager les maux de gorge,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
1,"j'ai de la température et je suis trés fatigué et un mal de gorge, je fais quoi??","Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
1,C'est quoi le covid?,Toute personne ayant fréquenté tout lieu public doit surveiller ses symptômes et respecter les consignes sanitaires suivantes : *   [Lavez-vous les mains](https://www.quebec.ca/sante/conseils-et-prevention/prevention-des-accidents-des-lesions-et-des-maladies/lavage-des-mains/) souvent à l'eau tiède courante et au savon pendant au moins 20 secondes. *   Utilisez un désinfectant à base d'alcool si vous n'avez pas accès à de l'eau et à du savon. *   Observez les règles d'hygiène lorsque vous tousse
1,ai-je le droit de visiter un aîné?,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
1,c'est quoi les règles d'hygiène?,Toute personne ayant fréquenté tout lieu public doit surveiller ses symptômes et respecter les consignes sanitaires suivantes : *   [Lavez-vous les mains](https://www.quebec.ca/sante/conseils-et-prevention/prevention-des-accidents-des-lesions-et-des-maladies/lavage-des-mains/) souvent à l'eau tiède courante et au savon pendant au moins 20 secondes. *   Utilisez un désinfectant à base d'alcool si vous n'avez pas accès à de l'eau et à du savon. *   Observez les règles d'hygiène lorsque vous tousse
1,c'est quoi le covid-19,"En décembre 2019, l'Organisation mondiale de la Santé a été alertée de plusieurs cas de pneumonie à Wuhan, en Chine. Le virus responsable de la maladie ne correspondait à aucun autre virus connu. Le 7 janvier 2020, la Chine a confirmé avoir détecté un nouveau virus de la famille des coronavirus responsable de cette nouvelle maladie nommée la COVID‑19. Pour en savoir plus, consultez la page sur la [Situation du coronavirus (COVID‑19) au Québec](https://www.quebec.ca/sante/problemes-de-sante/a-z/c"
1,est-ce que je peux me faire livrer de la nourriture,"Concernant les **lieux de cultes**, tous les rassemblements religieux de quelque confession que ce soit devront idéalement être suspendus, à moins d'être essentiels. Dans ce cas, la distanciation physique devra être obs"
1,est-ce que mon frère peut venir m'aider à déménager?,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
1,est-ce que je peux prendre le métro,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
1,mon chat peut-il attrapé le covid-19?,"Tout indique que la COVID-19 se transmet de personne à personne à la suite d’un contact étroit. Rien n’indique que les animaux jouent un rôle dans la propagation de la maladie. Au Québec, aucune évidence ne suggère un risque d’infection des humains par les animaux ou par des produits animaux. Des cas de transmission de l'humain vers certains animaux à la suite de contacts étroits ont été établis dans quelques pays. Les connaissances actuelles indiquent notamment que les chats, les furets et les "
1,dois-je laver mes aliments?,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
1,Les voyages à l'ère de la pandémie,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
1,est-ce que les hôtels sont ouverts ?,"*   Les hôtels et les motels. *   Les campings désignés pour l’accueil des _snowbirds_, lesquels sont répertoriés sur le site de Camping Québec. Tous les terrains de camping doivent demeurer fermés, à l’exception des terrains qui accueillent les _snowbirds_ n’ayant pas d’autre option de logement en sol québécois. Pour accueillir ces derniers, le camping doit offrir les trois services (eau, électricité, égout) afin de s’assurer que le campeur peut demeurer en confinement obligatoire pendant 14 jo"
1,je suis étudiante en arts et je devais terminer mon stage en cinéma. où demander de l'aide?,"Si vous ou votre enfant avez des irritations de la peau ou une réaction allergique ou inflammatoire de la peau lorsque vous vous lavez les mains avec du gel hydroalcoolique, veuillez cesser l’utilisation de ce produit. Utilisez plutôt de l’eau et du savon pour vous laver les mains. Le lavage fréquent des mains et le lavage des mains avec du gel hydroalcoolique peuvent causer une sécheresse de la peau. Afin de prévenir cette sécheresse, il est recommandé d’appliquer de la crème hydratante sur les"
1,mon enfant a le rhume. est-ce qu'il devrait être testé pour la covid?,"Les principaux symptômes de la COVID‑19 sont les suivants : *   fièvre :     *   chez l’enfant : 38 °C (100,4 °F) et plus (température rectale),     *   chez l’adulte : 38 °C (100,4 °F) et plus (température buccale),     *   chez la personne aînée : 37,8 °C (100 °F) et plus (température buccale),     *   ou 1,1 °C de plus que la valeur habituelle d’une personne; *   apparition ou aggravation d’une toux; *   difficultés respiratoires; *   chez l’enfant : 38 °C (100,4 °F) et plus (température rect"
1,louer un chalet ?,Consultez la politique de la plateforme d’hébergement collaboratif en question. La plupart ont convenu de mesures de soutien en lien avec la crise sanitaire actuelle ou prévoient des clauses pour force ma
1,je suis étudiante en arts et je devais terminer mon stage en cinéma. où demander de l'aide?,"Si vous ou votre enfant avez des irritations de la peau ou une réaction allergique ou inflammatoire de la peau lorsque vous vous lavez les mains avec du gel hydroalcoolique, veuillez cesser l’utilisation de ce produit. Utilisez plutôt de l’eau et du savon pour vous laver les mains. Le lavage fréquent des mains et le lavage des mains avec du gel hydroalcoolique peuvent causer une sécheresse de la peau. Afin de prévenir cette sécheresse, il est recommandé d’appliquer de la crème hydratante sur les"
1,dois-je laver mes légumes?,Il n’existe actuellement aucune preuve suggérant que la nourriture est une source ou une voie probable de transmission de la COVID-19. Le lavage usuel des fruits et légumes et l’application des bonnes pratiques de préparation d’aliments sont toujours recomm
1,c’est quoi la covid-19?,"Les principaux symptômes de la COVID‑19 sont les suivants : *   fièvre :     *   chez l’enfant : 38 °C (100,4 °F) et plus (température rectale),     *   chez l’adulte : 38 °C (100,4 °F) et plus (température buccale),     *   chez la personne aînée : 37,8 °C (100 °F) et plus (température buccale),     *   ou 1,1 °C de plus que la valeur habituelle d’une personne; *   apparition ou aggravation d’une toux; *   difficultés respiratoires; *   chez l’enfant : 38 °C (100,4 °F) et plus (température rect"
-1,écoles,"*   Considérant la fermeture des écoles, des cégeps, des universités et des services de garde, voici les directives à considérer pour le personnel de la fonction publique :     1.  Le parent d’un enfant requérant la présence d’une personne responsable pour assurer la sécurité de son enfant doit prendre les moyens raisonnables pour éviter de s’absenter.     2.  Un seul parent peut s’absenter pour assurer la sécurité de son enfant.     3.  Si le parent doit s’absenter :         1.  Son traitement "
-1,je fais de la fievre. je dois appeler le 811?,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
-1,est-ce que mes enfants peuvent aller visiter leur père?,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
-1,quoi faire si dans un magasin on ne respecte pas la distance de 2 mètres?,Toute personne ayant fréquenté tout lieu public doit surveiller ses symptômes et respecter les consignes sanitaires suivantes : *   [Lavez-vous les mains](https://www.quebec.ca/sante/conseils-et-prevention/prevention-des-accidents-des-lesions-et-des-maladies/lavage-des-mains/) souvent à l'eau tiède courante et au savon pendant au moins 20 secondes. *   Utilisez un désinfectant à base d'alcool si vous n'avez pas accès à de l'eau et à du savon. *   Observez les règles d'hygiène lorsque vous tousse
-1,"my son is doing high fever and coughs a lot, can i get him tested?","Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
-1,la technologie 5g est-elle liée à la covid,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
-1,existe-t-il un vaccin ,"Il n'existe pas de traitement spécifique ni de vaccin pour la COVID‑19 pour l’instant. La plupart des personnes atteintes du virus se rétablissent par elles-mêmes en restant à la maison, sans avoir besoin d’aller à l’hôpital. Toutefois, les personnes infectées par le virus, surtout celles qui sont gravement malades, doivent recevoir des soins particuliers pour soulager et traiter les symptômes. Par exemple, il peut être nécessaire de leur administrer de l’acétaminophène en cas de fièvre, de l’ox"
-1,je peux aller dans les laurentides?,"Depuis le 13 mars 2020, les visites dans les CHSLD sont interdites afin de protéger les personnes les plus vulnérables ainsi que les travailleuses et travailleurs du réseau de la santé et des services sociaux, sauf pour des raisons humanitaires. Ainsi, dans le cas de la fin de vie imminente, la présence d’une ou deux personnes significatives auprès de la personne est pe"
-1,est-ce que les sports extérieurs sont permis,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
-1,est-ce que je peux ouvrir mon salon de toilettage pour animaux?,"Concernant les **lieux de cultes**, tous les rassemblements religieux de quelque confession que ce soit devront idéalement être suspendus, à moins d'être essentiels. Dans ce cas, la distanciation physique devra être obs"
-1,rassemblement dans les maisons,Consultez la [liste des services et activités prioritaires](https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/fermeture-endroits-publics-commerces-services-covi
-1,"je trouve ça ou, un masque?","Le port du couvre-visage est recommandé dans les lieux publics lorsque la distanciation physique n'est pas possible. Cela peut se produire, par exemple, en se rendant à l’épicerie ou en prenant le transport en commun. Le port du couvre-visage dans les lieux publics doit obligatoirement s’accompagner des autres mesures de protection, comme l’application des mesures d’hygiène et de distanciation physique. Pour en savoir plus, consultez la section [Consignes sanitaire pour tous](https://www.quebec."
-1,est-ce que je peux ouvrir mon salon de toilettage pour animaux?,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
-1,est-ce que mon enfant doit aller à la garderie?,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
-1,pouvons être plusieurs dans la même voiture pour se deplacer,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
-1,je suis asthmatique,"Les principaux symptômes de la COVID‑19 sont les suivants : *   fièvre :     *   chez l’enfant : 38 °C (100,4 °F) et plus (température rectale),     *   chez l’adulte : 38 °C (100,4 °F) et plus (température buccale),     *   chez la personne aînée : 37,8 °C (100 °F) et plus (température buccale),     *   ou 1,1 °C de plus que la valeur habituelle d’une personne; *   apparition ou aggravation d’une toux; *   difficultés respiratoires; *   chez l’enfant : 38 °C (100,4 °F) et plus (température rect"
-1,se promener en moto permis ou pas,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
-1,est-ce que je peux aller voir mon grand père,Les établissements de santé tolèrent les visites en cas de situations exceptionnelles ou humanitaires. Le gouvernement du Québec interdit les visites non essenti
-1,je réside à rimouski et je désire savoir quand je pourrai aller visiter mes enfants à québec?,"Depuis le 13 mars 2020, les visites dans les CHSLD sont interdites afin de protéger les personnes les plus vulnérables ainsi que les travailleuses et travailleurs du réseau de la santé et des services sociaux, sauf pour des raisons humanitaires. Ainsi, dans le cas de la fin de vie imminente, la présence d’une ou deux personnes significatives auprès de la personne est pe"
-1,comment savoir si j'ai la covid?,"Les principaux symptômes de la COVID‑19 sont les suivants : *   fièvre :     *   chez l’enfant : 38 °C (100,4 °F) et plus (température rectale),     *   chez l’adulte : 38 °C (100,4 °F) et plus (température buccale),     *   chez la personne aînée : 37,8 °C (100 °F) et plus (température buccale),     *   ou 1,1 °C de plus que la valeur habituelle d’une personne; *   apparition ou aggravation d’une toux; *   difficultés respiratoires; *   chez l’enfant : 38 °C (100,4 °F) et plus (température rect"
-1,c'est quoi la distanciation sociale?,Toute personne ayant fréquenté tout lieu public doit surveiller ses symptômes et respecter les consignes sanitaires suivantes : *   [Lavez-vous les mains](https://www.quebec.ca/sante/conseils-et-prevention/prevention-des-accidents-des-lesions-et-des-maladies/lavage-des-mains/) souvent à l'eau tiède courante et au savon pendant au moins 20 secondes. *   Utilisez un désinfectant à base d'alcool si vous n'avez pas accès à de l'eau et à du savon. *   Observez les règles d'hygiène lorsque vous tousse
-1,comment faire pour me faire tester? ,*   [Soutenir le réseau de la santé](https://jecontribuecovid19.gouv.qc.ca/)  *   [Participer à une étude clinique pour le traitement des personnes testées positives à la COVID-19](https://www.colcorona.org/)  *   [Soutenir le réseau des services de garde éducatifs à l'enfance](https://www.quebec.ca/famille-et-soutien-aux-personnes/servicesgardeeducatifsenfance-covid19/#c58397) *   [Donnez du sang](https://www.hema-quebec.qc.ca/index.fr.html)  *   [Devenir bénévole](https://www.jebenevol
-1,est-ce que la covid est contagieuse?,Toute personne ayant fréquenté tout lieu public doit surveiller ses symptômes et respecter les consignes sanitaires suivantes : *   [Lavez-vous les mains](https://www.quebec.ca/sante/conseils-et-prevention/prevention-des-accidents-des-lesions-et-des-maladies/lavage-des-mains/) souvent à l'eau tiède courante et au savon pendant au moins 20 secondes. *   Utilisez un désinfectant à base d'alcool si vous n'avez pas accès à de l'eau et à du savon. *   Observez les règles d'hygiène lorsque vous tousse
-1,quand est-ce que les cours de conduite pourront reprendre?,"Si vous ou votre enfant avez des irritations de la peau ou une réaction allergique ou inflammatoire de la peau lorsque vous vous lavez les mains avec du gel hydroalcoolique, veuillez cesser l’utilisation de ce produit. Utilisez plutôt de l’eau et du savon pour vous laver les mains. Le lavage fréquent des mains et le lavage des mains avec du gel hydroalcoolique peuvent causer une sécheresse de la peau. Afin de prévenir cette sécheresse, il est recommandé d’appliquer de la crème hydratante sur les"
-1,est-ce que je peux envoyer mon enfant au cpe?,"Depuis le 13 mars 2020, les visites dans les CHSLD sont interdites afin de protéger les personnes les plus vulnérables ainsi que les travailleuses et travailleurs du réseau de la santé et des services sociaux, sauf pour des raisons humanitaires. Ainsi, dans le cas de la fin de vie imminente, la présence d’une ou deux personnes significatives auprès de la personne est pe"
-1,est ce que ma mère peut garder mon enfant,"Depuis le 13 mars 2020, les visites dans les CHSLD sont interdites afin de protéger les personnes les plus vulnérables ainsi que les travailleuses et travailleurs du réseau de la santé et des services sociaux, sauf pour des raisons humanitaires. Ainsi, dans le cas de la fin de vie imminente, la présence d’une ou deux personnes significatives auprès de la personne est pe"
-1,"je pense que j'ai un choc traumatique à cause du covid-19, je fais quoi?","Les principaux symptômes de la COVID‑19 sont les suivants : *   fièvre :     *   chez l’enfant : 38 °C (100,4 °F) et plus (température rectale),     *   chez l’adulte : 38 °C (100,4 °F) et plus (température buccale),     *   chez la personne aînée : 37,8 °C (100 °F) et plus (température buccale),     *   ou 1,1 °C de plus que la valeur habituelle d’une personne; *   apparition ou aggravation d’une toux; *   difficultés respiratoires; *   chez l’enfant : 38 °C (100,4 °F) et plus (température rect"
-1,est-il permis de faire un rassemblement extérieur si on respecte les deux mètres de distance?,Toute personne ayant fréquenté tout lieu public doit surveiller ses symptômes et respecter les consignes sanitaires suivantes : *   [Lavez-vous les mains](https://www.quebec.ca/sante/conseils-et-prevention/prevention-des-accidents-des-lesions-et-des-maladies/lavage-des-mains/) souvent à l'eau tiède courante et au savon pendant au moins 20 secondes. *   Utilisez un désinfectant à base d'alcool si vous n'avez pas accès à de l'eau et à du savon. *   Observez les règles d'hygiène lorsque vous tousse
-1,est-ce que les visites dans une résidence privée sont permises ?,Consultez la [liste des services et activités prioritaires](https://www.quebec.ca/sante/problemes-de-sante/a-z/coronavirus-2019/fermeture-endroits-publics-commerces-services-covi
-1,je peux aider ma fille à déménager? ,"Il est possible d’aller livrer de l’épicerie à une personne âgée ou une personne ayant un système immunitaire affaibli uniquement si vous ne présentez aucun symptôme et ne revenez pas de voyage depuis moins de 14 jours. En tout temps, il importe de conserver une distance entre les personnes, d’éviter les contacts directs et de respecter les règles d’hygiène habituelles lorsque vous toussez ou éte"
-1,est-ce que les cours de conduite sur route pourront reprendre bientôt?,"Les services de transport en commun demeurent opérationnels et représentent un service essentiel pour permettre, notamment, au personnel du réseau de la santé et des services sociaux de se déplacer. Les sociétés de transport du Québec ont accentué la fréquence de l’entretien de leurs véhicules et installations. Les usagers sont tout de même invités à appliquer les consignes sanitaires habituelles et à conserver, dans la mesure du possible, une distance de deux mètres avec les autres personnes pr"
-1,je veux voir un psychologue,"Depuis le 13 mars 2020, les visites dans les CHSLD sont interdites afin de protéger les personnes les plus vulnérables ainsi que les travailleuses et travailleurs du réseau de la santé et des services sociaux, sauf pour des raisons humanitaires. Ainsi, dans le cas de la fin de vie imminente, la présence d’une ou deux personnes significatives auprès de la personne est pe"
-1,ma mère est âgée de 68 ans et habite une autre région que la mienne. peut-elle venir garder ma fille 2 jours sur 5 pour me permettre de travailler?,"Des médicaments en vente libre peuvent être utilisés pour soulager les symptômes de la maladie à coronavirus (COVID‑19). Avant d’en faire usage, lisez attentivement les étiquettes et respectez les doses recommandées. **Il est fortement recommandé de demander conseil à votre pharmacien** avant d’utiliser des médicaments en vente libre en présence de symptômes. Évitez de prendre en même temps des produits qui contiennent les mêmes ingrédients comme du Tylenol MD et du Tylenol sinus"
