Question,Bot
Isolement volontaire,Est-il préférable pour une personne de s’isoler et de rester à la maison pour les semaines à venir même si elle ne revient pas de voyage?,plop
Isolement volontaire,Pour quelle raison doit-on rester à la maison si on ne revient pas de voyage ?,plop
Isolement volontaire,Est-ce que je peux faire du télétravail pour la fonction publique si je suis en isolement ?,plop
Isolement volontaire,Une personne de mon entourage direct présente des symptômes. Que faire?,plop
Isolement volontaire,C'est quoi les dispositions prévues dans ma convention collective de la fonction publique?,plop
Isolement volontaire,Je vis avec une personne qui vient de se faire diagnostiquer le coronavirus (COVID-19). Que faire?,plop
Isolement volontaire,"Employé de la focntion publique, je peux faire du télétravail, quelle est la durée de l'isolement?",plop
Isolement volontaire,Pendant combien de temps devrais-je rester en isolation ?,plop
Isolement volontaire,4. Vous informez votre gestionnaire que vous devez vous isoler volontairement. À quoi devez-vous vous attendre?,plop
Isolement volontaire,Est-que je peux prendre une marche si je suis en isolement?,plop
Isolement volontaire,Est-il possible de recevoir des voisins qui habitent le même bloc appartement?,plop
Isolement volontaire,"Si je dois me placer en isolement volontaire, que dois-je faire?",plop
Isolement volontaire,"Si je dois me placer en isolement volontaire, quelles sont les règles à respecter?",plop
Isolement volontaire,"Fonctionnaire Québécois, je n'ai pas d'ordinateur pour faire du télétravail est-ce que je dois me rendre au bureau?",plop
Isolement volontaire,Quelles sont les mesures à respecter pour l'isolement volontaire?,plop
Isolement volontaire,Que dois-je faire en cas d'isolement volontaire?,plop
Isolement volontaire,"Si je suis atteint d'une maladie chronique, est-ce obligatoire de m'isoler puisque je ne reviens pas de voyage ?",plop
Isolement volontaire,Est-ce que je peux recevoir quelques amis à souper?,plop
Isolement volontaire,Je ne fais pas mes tâches habituelles de fonctionnaire Québécois en télétravail est-ce que je suis payé quand même?,plop
Isolement volontaire,Est-ce possible de faire des visites en Centre Hospitaliers de longue durée ?,plop
Isolement volontaire,C'est quoi l'isolement volontaire?,plop
Secteur bioalimentaire,Quelles sont les mesures de prévention concernant les travailleurs en soins vétérinaires?,plop
Secteur bioalimentaire,J'aimerais avoir de l'information sur quoi faire si un préparateur d'aliments est testé positif à la COVID.,plop
Secteur bioalimentaire,mesures pour ceux qui manipulent la nourriture,plop
Secteur bioalimentaire,Quelles sont les mesures de prévention les marchés d'alimentation et les commerces essentiels?,plop
Secteur bioalimentaire,"Est-ce que la vente en ligne et livraison des produits horticoles (pots, substrats, semences, outils de jardinage, arbustes, etc.) est permise?",plop
Secteur bioalimentaire,Que dois-je faire en tant que manipulateur d'aliments pour me protéger et protéger les autres?,plop
Secteur bioalimentaire,Est-ce qu'il existe des documents indiquant quoi faire lorsqu'un préparateur d'aliments est diagnostiqué positif?,plop
Secteur bioalimentaire,Quelles sont les mesures de prévention à mettre en place dans une entreprise du secteur bioalimentaire?,plop
Secteur bioalimentaire,J'aimerais avoir de l'information sur quoi faire si un préparateur d'aliments est testé positif à la COVID.,plop
Secteur bioalimentaire,Secteur de l'alimentation doit augmenter les fréquences de nettoyage des surfaces,plop
Secteur bioalimentaire,Existe-il un guide si un manipulateur d'aliments est testés positif au coronavirus?,plop
Secteur bioalimentaire,Est-ce que la limite de 250 personnes s'applique pour un supermarché?,plop
Secteur bioalimentaire,Quelles sont les mesures de prévention concernant l’industrie de la transformation alimentaire?,plop
Secteur bioalimentaire,"Je travaille dans la charcuterie et j'ai des symptômes de maladie respiratoire, est-ce que je reste à la maison?",plop
Secteur bioalimentaire,"Pour la protection des livreurs d'aliments, est-ce que les masques sont une mesure nécessaire?",plop
Secteur bioalimentaire,Quelles sont les protections additionnelles à ajouter si je vends des aliments en vrac?,plop
Secteur bioalimentaire,J'aimerais avoir des informations sur les précautions à prendre en tant que personne qui manipule des aliments.,plop
Secteur bioalimentaire,Est-ce qu'il existe des documents indiquant quoi faire lorsqu'un préparateur d'aliments est diagnostiqué positif?,plop
Secteur bioalimentaire,"Une pépinière peut-elle livrer à la maison ses produits horticoles (pots, substrats, semences, outils de jardinage, arbustes, etc.) si on commande en ligne?",plop
Secteur bioalimentaire,Pour les manipulateurs d'aliments qui présentent des symptômes de maladie respiratoire devraient-ils informer leur employeur ?,plop
Secteur bioalimentaire,Est-ce que les épiceries doivent nettoyer les paniers d'épicerie?,plop
Secteur bioalimentaire,"Je travaille dans la charcuterie et j'ai des symptômes de maladie respiratoire, est-ce que je reste à la maison?",plop
Secteur bioalimentaire,Est-ce qu'il existe des documents indiquant quoi faire lorsqu'un préparateur d'aliments est diagnostiqué positif?,plop
Secteur bioalimentaire,"Pour la protection des livreurs d'aliments, est-ce que les masques sont une mesure nécessaire?",plop
Secteur bioalimentaire,J'aimerais avoir de l'information sur quoi faire si un préparateur d'aliments est testé positif à la COVID.,plop
État d'urgence,Ai-je raison d'être inquiet de la situation au Québec?,plop
État d'urgence,Quels sont les médias le plus fiables pour m'informer de la situation de la COVID-19?,plop
État d'urgence,Qu'est-ce que l'on veut dire par État d'urgence,plop
État d'urgence,Est-ce que la situation concernant la COVID-19 est inquiétante au Québec?,plop
État d'urgence,Qu'est ce que le gouvernement doit faire pour demander l'aide de l'armée canadienne?,plop
État d'urgence,L'état d'urgence c'est pour protéger la population Québécoise?,plop
État d'urgence,Combien de cas y a-t-il au Québec,plop
État d'urgence,"Nombre de personnes sous investigation, de cas négatifs et confirmés",plop
État d'urgence,Est-ce qu'on a déjà déclaré l'État d'urgence au Québec?,plop
État d'urgence,Est-ce que la situation concernant la COVID-19 est inquiétante au Québec?,plop
État d'urgence,A-t-on déjà déclaré l'État d'urgence au Québec?,plop
État d'urgence,Liste des décrets du grouvernement du Québec dans la lutte au COVID-19.,plop
État d'urgence,Qu'est-ce que l'État d'urgence,plop
État d'urgence,Je veux la liste des décrets pris contre le coronavirus.,plop
État d'urgence,Ai-je raison d'être inquiet de la situation au Québec?,plop
État d'urgence,Je suis inquiet de la propagation du virus au Québec.,plop
État d'urgence,Quelle région est la plus touchée aui Québec?,plop
État d'urgence,"Nombre de personnes sous investigation, de cas négatifs et confirmés",plop
État d'urgence,Est-ce que je peux dénoncer à la police les personnes avec des comportements dangereux ?,plop
État d'urgence,"Nombre de personnes sous investigation, de cas négatifs et confirmés",plop
État d'urgence,Combien d'hospitalisations y a-t-il ?,plop
État d'urgence,"Si je vois un rassemblement de personnes, est ce que je peux leur parler ou appeler directement la police?",plop
État d'urgence,Je veux le détail du pourcentage de cas confirmés de coronavirus par groupe d’âge lié au corona.,plop
État d'urgence,Combien d'hospitalisations y a-t-il ?,plop
État d'urgence,Ai-je raison d'être inquiet de la situation au Québec?,plop
Commerces - lieux publics - services,Est-ce que les pharmacies et les épiceries vont fermer?,plop
Commerces - lieux publics - services,Puis-je aller à la pharmacie avec mon bébé ?,plop
Commerces - lieux publics - services,Est-il préférable d’éviter tous les lieux publics?,plop
Commerces - lieux publics - services,Puis-je permettre à mon enfant de voir un seul de ses amis?,plop
Commerces - lieux publics - services,"L'épicerie a côté de chez moi, va-t-elle fermée aussi ?",plop
Commerces - lieux publics - services,Les enfants peuvent-ils aller courir sur la pelouse au parc?,plop
Commerces - lieux publics - services,Fermeture des épiceries et autres commerces d’alimentation.,plop
Commerces - lieux publics - services,Les supermarchés vont-ils fermés ?,plop
Commerces - lieux publics - services,Disponibilité des services d’épicerie durant la pandémie.,plop
Commerces - lieux publics - services,Est-ce que mon épicerie va rester ouverte?,plop
Commerces - lieux publics - services,Les chapelles et monastères sont-ils ouverts ?,plop
Commerces - lieux publics - services,Est-ce que tous les regroupements intérieurs et extérieurs sont interdits au Québec?,plop
Commerces - lieux publics - services,Mon fils peut-il jouer avec des structures communes à l'extérieur?,plop
Commerces - lieux publics - services,Mon enfant joue dehors avec d'autres enfants.,plop
Commerces - lieux publics - services,Les toilettes des restaurants offrant des mets prêts-à-emporter doivent-elles être accessibles aux clients?,plop
Commerces - lieux publics - services,"Les dépanneurs comme Couche-Tard, sont-ils ouverts ?",plop
Commerces - lieux publics - services,Les synagogues sont-elles ouvertes ?,plop
Commerces - lieux publics - services,Mes flos peuvent-tu aller jouer au parc sans risque ?,plop
Commerces - lieux publics - services,Devons-nous prévoir une fermeture des épiceries et des pharmacies?,plop
Commerces - lieux publics - services,"Si un client tousse et présente des symptômes, devrais-je lui dire de quitter l'épicerie?",plop
Commerces - lieux publics - services,Les supermarchés vont-ils fermés ?,plop
Commerces - lieux publics - services,est-ce que je peux tomber malade si je viens m'asseoir sur un banc de parc public?,plop
Commerces - lieux publics - services,Est-ce que mon épicerie va rester ouverte?,plop
Commerces - lieux publics - services,Quelle est la responsabilité du propriétaire d'un restaurant ou d'une épicerie quand un des clients présente des symtômes de COVID-19?,plop
Commerces - lieux publics - services,Peut-on se rendre dans un salon funéraire ?,plop
Transport - déplacements,Est-ce que les trains et les avions sont sécuritaires pendant la pandémie ?,plop
Transport - déplacements,Je suis camionneur et je reviens des États-Unis. Est-ce que je dois me placer en isolement volontaire ?,plop
Transport - déplacements,"Si je veux me rendre dans le Bas-Saint-Laurent, est-ce que je peux?",plop
Transport - déplacements,Les travailleur ou professionnel exerçant dans un milieu de travail où sont offerts des services prioritaires sont isl autorisés à se déplacer entre régions?,plop
Transport - déplacements,Le transport en commun est-il interdit?,plop
Transport - déplacements,"Pour les livraisons de colis, est-ce que la signature est toujours demandée?",plop
Transport - déplacements,Est-ce qu'il faut éviter de se déplacer d'une région à l'autre au Québec?,plop
Transport - déplacements,Est-ce qu'il y a des services prioritaires de transport ?,plop
Transport - déplacements,concernant les déplacements et régions fermées. j'aimerais savoir si c'est possible d'avoir une permission de me déplacer. je suis dans la mrc montcalm à lanaudière (saint-roch-de-l'achigan),plop
Transport - déplacements,"Je veux prendre un taxi, quelles sont les mesures de protection obligatoires ?",plop
Transport - déplacements,Comment faire pour limiter les risques de contagion dans les autobus ?,plop
Transport - déplacements,Est-ce risqué pour mon enfant en garde partagée que mon ex-conjoint prenne le transport en commun?,plop
Transport - déplacements,Les personnes effectuant un déplacement pour un motif humanitaire peuvent ils se déplacer entre régions?,plop
Transport - déplacements,Quels sont les dessertes aériennes admissibles pour le maintien des services pendant la pandémie?,plop
Transport - déplacements,Les services d'autobus sont-ils toujours en fonction?,plop
Transport - déplacements,Puis je aller visiter des connaissances qui ne sont pas infectées?,plop
Transport - déplacements,Les déplacements par voitures sont-ils surveillés?,plop
Transport - déplacements,Quelles sont les dépenses admissibles des entreprises participant au maintien des services régionaux aériens pendant la pandémie?,plop
Transport - déplacements,Régions desservies pour le maintien des services aériens essentiels.,plop
Transport - déplacements,Les livraisons de paquets sont toujours en cours?,plop
Transport - déplacements,La région où je déménage est fermée est-ce que je vais pouvoir déménager quand même ?,plop
Transport - déplacements,"Où puis-je obtenir de l'information sur les immatriculations, permis de conduire et autres services de la SAAQ?",plop
Transport - déplacements,Comment protéger mes passagers et moi-même lorsqu'ils montent dans mon taxi?,plop
Transport - déplacements,Un déplacement est considéré essentiel pour quelles personnes?,plop
Transport - déplacements,Est-ce que je peux amener mon enfant en garde partagée dans une zone fermée?,plop
Voyageurs,"J'arrive d'un voyage au Mexique, est-ce que je dois m'isoler?",plop
Voyageurs,"Si je suis en voyage actuellement, est-ce que je dois rentrer immédiatement au pays ?",plop
Voyageurs,"Mon voyage est déjà acheté, est-ce que je dois l'annuler par avance ?",plop
Voyageurs,Je suis à l'étranger ... que faire?,plop
Voyageurs,"Je suis en Espagne, je veux rentrer au Québec, pouvez-vous m'aider?",plop
Voyageurs,Est-ce que je pourrai me faire rembourser mes dépenses déjà encourues pour un voyage à l’étranger que je dois annuler?,plop
Voyageurs,"Je veux me faire rembourser mes dépenses pour mon voyage annulé, est-ce que c'est possible?",plop
Voyageurs,"Je reviens de voyage, je dois me mettre en quarantaine ?",plop
Voyageurs,Est-ce que c'est ok d'aller en France?,plop
Voyageurs,"Si je suis obligé d'annuler mon voyage, est-ce qu'un dédommagement est prévu ?",plop
Voyageurs,"Il n'y avait pas de malade dans mon bateau de croisière, je dois m'isoler pareil ?",plop
Voyageurs,Est-ce que je peux conserver mes projets de voyage?,plop
Voyageurs,Qu'impose la loi fédérale sur les retours de voyage ?,plop
Voyageurs,Que se passe-t-il pour ceux qui ne respectent pas l'isolement volontaire de retour de Floride en regard de la Loi sur la mise en quarantaine par le gouvernement du Canada?,plop
Voyageurs,Est-ce que je pourrais aller en croisière cet été ?,plop
Voyageurs,"Si je suis en voyage actuellement, est-ce que je dois revenir tout de suite à la maison ?",plop
Voyageurs,je peux rentrer au quebec ? ,plop
Voyageurs,"Je suis de retour de voyage, que dois-je faire ?",plop
Voyageurs,"Si je suis à l’étranger, dois-je rentrer immédiatement au pays?",plop
Voyageurs,Combien de pays sont à éviter?,plop
Voyageurs,Je n'ai pas pu partir en voyage aux USA et je veux être remboursé?,plop
Voyageurs,"Je reviens de voyage, quel est le nombre de jour pour l'isolement?",plop
Voyageurs,Retour de voyage.,plop
Voyageurs,"Je n'ai pas pu partir pour mes vacances 5 étoiles, est-ce que je vais ravoir mon argent?",plop
Voyageurs,Consignes pour les personnes qui cohabite avec quelque'un qui revient de voyage ?,plop
Personnes à risque,Quelqu'un dans ma famille est à l'hopital et il va mourrir. est-ce que je peux aller le voir ?,plop
Personnes à risque,Je peux rendre visite à ma mère au centre d'ébergement?,plop
Personnes à risque,"Je suis enceinte, est-ce qu'il y a un danger?",plop
Personnes à risque,Comment entrer en contact avec une personne âgée qui n'a pas accès à internet?,plop
Personnes à risque,Est-ce que les visites aux soins paliatifs sont possibles ?,plop
Personnes à risque,est-ce que je peux voir mes amis,plop
Personnes à risque,est-ce que je peux visiter mes parents,plop
Personnes à risque,Est-ce que les personnes en situation de handicap sont plus vulnérables au COVID-19?,plop
Personnes à risque,J'ai tu le droit d'aller rendre visite à un aîné?,plop
Personnes à risque,Est-ce que le virus peut se transmettre au foetus?,plop
Personnes à risque,La fièvre est-elle un signe qu'une personne âgée est infectée?,plop
Personnes à risque,puis-je aller voir mes amis ? ,plop
Personnes à risque,"Mon père est en situation de handicap, est-ce que personne à risque au corona?",plop
Personnes à risque,"J'arrive de voyage, et je suis enceinte. Dois-aller passer le test même si je n'ai pas de symptome ?",plop
Personnes à risque,C'est tu possible que j'aille voir quelqu'un qui va mourir à l'hôpital ?,plop
Personnes à risque,"Mon cousin est déficient mental, quels sont les risques auxquels il est plus exposé?",plop
Personnes à risque,Est-ce que mon conjoint peut être présent  quand je vais accoucher ?,plop
Personnes à risque,Est-ce que j'ai encore le droit de faire l'épicerie et d'aller la porter à ma mère de 80 ans elle est encore dans sa maison,plop
Personnes à risque,"J'ai des problèmes aux reins, est-ce que je afis parti des personnes à risque?",plop
Personnes à risque,"Est-ce qu'il est interdit d'aller faire une visite à quelqu'un dans les hôpitaux, CHSLD, et autres établissements pour aînés et adultes vulnérables?",plop
Personnes à risque,Je peux-tu aller porter de la bouffe à mon papi dans son centre de vieux?,plop
Personnes à risque,"Mon frère à une déficience intellectuelle, est-il plus à risque ?",plop
Personnes à risque,"Si je suis une personne vulnérable vivant en ressource intermédiaire, est-ce que je dois annuler mes rendez-vous?",plop
Personnes à risque,Est-ce que je vais mourrir si j'attrape le virus et que je suis enceite?,plop
Personnes à risque,"Est-ce que les personnes résidant en CHSLD, en ressource intermédiaire, de type familial pour les aînés et les adultes vulnérables et en résidence privée pour aînés peuvent sortir à l’extérieur pour se rendre à leurs rendez-vous médicaux?",plop
Prévention - Symptômes - traitements,Qu’est-ce que la distanciation physique? Est-ce vraiment efficace pour ralentir la propagation de la COVID-19?,plop
Prévention - Symptômes - traitements,"que faire pour protéger mon entourage alors que j'ai de fièvre, de la toux et mal à la gorge ?",plop
Prévention - Symptômes - traitements,"Dans la maison je suis le seul malade, comment éviter de rendre mon entourage malade ?",plop
Prévention - Symptômes - traitements,"J'ai de la difficulté à avaler, est-ce que je pourrais avoir la covid?",plop
Prévention - Symptômes - traitements,"C'est quoi ça, N95 pour un masque?",plop
Prévention - Symptômes - traitements,Est-ce que je peux recycler les gants utilisés par un autre en les lavant ?,plop
Prévention - Symptômes - traitements,Qui peut manger dans la salle à manger de la résidence?,plop
Prévention - Symptômes - traitements,Mon adolescent doit prendre quelles précautions pendant la pandémie?,plop
Prévention - Symptômes - traitements,Est-ce que je peux être contaminé(e) en touchant un objet ou une surface touché par une personne contaminée?,plop
Prévention - Symptômes - traitements,Est-ce que les mesures de prévention s’appliquent aussi aux enfants?,plop
Prévention - Symptômes - traitements,quels sont les médicaments homéopathiques efficaces ? ,plop
Prévention - Symptômes - traitements,Quelles sont les recommandations pour un travailleur du secteur de l'alimentation atteint du coronavirus?,plop
Prévention - Symptômes - traitements,"J'ai les mains sales, j'ai besoin de les laver?",plop
Prévention - Symptômes - traitements,"Pour être protéger à l'avenir, serait-ce une bonne idée d'aller attraper la covid?",plop
Prévention - Symptômes - traitements,"Faut-il se laver les mains après avoir éternué, toussé ou s'être mouché?",plop
Prévention - Symptômes - traitements,Est-ce que la RAMQ couvre les services de santé qui proviennent des services de télécommunication?,plop
Prévention - Symptômes - traitements,Comment se laver correctement les mains ?,plop
Prévention - Symptômes - traitements,Distanciation physique.,plop
Prévention - Symptômes - traitements,Je suis inquiet de la qualité de l'air intérieur en cas d’isolement dans le contexte de la COVID-19,plop
Prévention - Symptômes - traitements,C'est important de se laver les mains après être allé aux toilettes?,plop
Prévention - Symptômes - traitements,Quelles sont les règles d'hygiène à suivre quand je suis à l'extérieur?,plop
Prévention - Symptômes - traitements,La marde c'est tu dangereux?,plop
Prévention - Symptômes - traitements,C'est quoi les symptômes du coronavirus dans les premiers jours de l'infection?,plop
Prévention - Symptômes - traitements,Quels sont les moments où il faut se laver les mains?,plop
Prévention - Symptômes - traitements,"Mon pharmacien peut-il m'aider à trouver un médicament pour soulager les symptômes de toux, mal de gorge ou la fièvre liée au coronavirus?",plop
