QnA,Offrir son aide,panier bleu,N/A,"Ainsi, lorsque tous les membres en conviennent, il n’est pas nécessaire que le moyen utilisé pour le vote secret en préserve entièrement le caractère secret ou permette qu’il puisse être vérifié subséquemment. À défaut d’un tel consensus, le vote secret doit être tenu par tout moyen permettant, à la fois, de recueillir les votes de façon à ce qu’ils puissent être vérifiés subséquemment et d’en préserver le caractère secret. À titre d’exemple, il peut s’agir d’une plateforme de sondage Web créé spécialement à cette fin et sur laquelle les votes peuvent être comptabilisés en conservant l’anonymat des votants. Par contre, l’acheminement des voix à un responsable du vote, par quelque moyen que ce soit, dans lesquels il est possible d’identifier les membres, par exemple un courriel personnel, ne permet pas de préserver le caractère secret."
QnA,"Consignes d’isolement, symptômes et traitements",Gestes pour protéger la famille au domicile.,N/A,"Quelqu’un peut recevoir chez lui une personne ou un proche qui offre un service essentiel ou prioritaire ou dont le soutien est requis. Toutefois, il convient de faire preuve de prudence et de s’assurer que le service requis ne peut attendre. Par exemple, faire venir un plombier pour une réparation urgente est permis. En contrepartie, il est déconseillé, dans le contexte actuel, de faire appel à un plombier pour des tâches qui peuvent attendre, comme le remplacement d’un évier fonctionnel. Cette recommandation s’applique également aux personnes ou aux proches qui viendraient, par exemple, faire du ménage à domicile. Si le service ou le soutien requis ne peut attendre, les personnes doivent maintenir, dans la mesure du possible, une distance minimale de deux mètres et appliquer les [consignes sanitaires]( ) de base."
QnA,"Consignes d’isolement, symptômes et traitements","Se protéger d'un livreur pour ne pas attraper le virus.",N/A,"Tout indique que la COVID-19 se transmet de personne à personne à la suite d’un contact étroit. Rien n’indique que les animaux jouent un rôle dans la propagation de la maladie. Au Québec, aucune évidence ne suggère un risque d’infection des humains par les animaux ou par des produits animaux. Des cas de transmission de l'humain vers certains animaux à la suite de contacts étroits ont été établis dans quelques pays. Les connaissances actuelles indiquent notamment que les chats, les furets et les chiens peuvent être infectés. Les animaux qui sont exposés au virus peuvent être assimilés à une surface contaminée qui est difficilement désinfectable et généralement mobile. Les risques de contamination sont réduits en appliquant les mesures suivantes :​ *   [Recommandations du ministère de la Santé et des Services sociaux]( ) *   [Mesures de biosécurité]( )"
QnA,Famille et habitation,"Pourquoi le gouvernement m'a obligé à fermer mon établissement d'hébergement touristique ?",N/A,"Le gouvernement du Québec a annoncé la fermeture des établissements d'hébergement touristique jusqu'à nouvel ordre. Cependant, deux types d'hébergement font exception, soit certains terrains de camping faisant l'accueil de voyageurs n'ayant pas d'autre option de logement et disposant d’installations sanitaires suffisantes, ainsi que les hôtels. Les autres types d'hébergement touristique, tel que les chalets, les résidences secondaires en location, les « Bed & Breakfast » et les auberges doivent être fermés."
QnA,Écoles et éducation,bulletin,N/A,"Ainsi, lorsque tous les membres en conviennent, il n’est pas nécessaire que le moyen utilisé pour le vote secret en préserve entièrement le caractère secret ou permette qu’il puisse être vérifié subséquemment. À défaut d’un tel consensus, le vote secret doit être tenu par tout moyen permettant, à la fois, de recueillir les votes de façon à ce qu’ils puissent être vérifiés subséquemment et d’en préserver le caractère secret. À titre d’exemple, il peut s’agir d’une plateforme de sondage Web créé spécialement à cette fin et sur laquelle les votes peuvent être comptabilisés en conservant l’anonymat des votants. Par contre, l’acheminement des voix à un responsable du vote, par quelque moyen que ce soit, dans lesquels il est possible d’identifier les membres, par exemple un courriel personnel, ne permet pas de préserver le caractère secret."
QnA,"Consignes d’isolement, symptômes et traitements",Quelles sont les mesures de distanciation physique à prendre?,N/A,"Les personnes qui sont en isolement doivent rester à la maison, surveiller leurs symptômes et appeler au [1 877 644‑4545](tel:+1-877-644-4545) si elles présentent l’un des symptômes suivants : *   apparition ou aggravation d’une toux; *   [fièvre]( ); *   difficultés respiratoires; *   perte soudaine de l’odorat sans congestion nasale, avec ou sans perte de goût. Certaines pratiques sont recommandées si elles habitent avec d’autres personnes qui n’ont pas voyagé. Pour plus de détails sur les consignes à suivre, se référer à la section [Consignes d'isolement]( )."
QnA,À propos de la COVID-19,Puis-je connaître le nombre de cas confirmés de COVID par région au Québec ?,N/A,"en date du 6 juin 2020, 11 h"
QnA,"Sports, loisirs et culture",Est-ce que le tennis est permis?,N/A,"Le gouvernement du Québec a annoncé la fermeture des établissements d'hébergement touristique jusqu'à nouvel ordre. Cependant, deux types d'hébergement font exception, soit certains terrains de camping faisant l'accueil de voyageurs n'ayant pas d'autre option de logement et disposant d’installations sanitaires suffisantes, ainsi que les hôtels. Les autres types d'hébergement touristique, tel que les chalets, les résidences secondaires en location, les « Bed & Breakfast » et les auberges doivent être fermés."
QnA,"Programmes d'aide et revenus",Arrêt du Programme d’aide temporaire aux travailleurs.,N/A,"Le Programme incitatif pour la rétention des travailleurs essentiels (PIRTE) vise à compenser la différence entre le salaire des travailleurs essentiels et la Prestation canadienne d'urgence (PCU). Les travailleurs admissibles pourront demander cette aide en ligne **à partir du 19 mai**. Pour plus d’information sur le programme et savoir comment demander les prestations, [consultez la page du programme sur le site Web de Revenu Québec]( ) . Des questions et réponses au sujet de ce Programme sont également disponibles dans la [Foire aux questions de Revenu Québec]( ) . Le gouvernement fédéral a annoncé le 25 mars le programme Prestation canadienne d’urgence (PCU), qui représente une aide financière de 2 000 $ par mois pour les travailleurs qui sont victimes de la pandémie de COVID-19. Tous les Canadiens qui ne peuvent plus travailler à cause de la COVID-19, qu’ils soient admissibles ou non à l’assurance‑emploi, y ont droit, notamment :"
QnA,"Commerces, lieux publics et services prioritaires",Ouverture des commerces le dimanche,N/A,"Dans toutes les régions du Québec, à l’exception de la communauté métropolitaine de Montréal et de la MRC de Joliette, les commerces de vente au détail peuvent ouvrir, y compris ceux situés dans les centres commerciaux. Sur les territoires de la communauté métropolitaine de Montréal et de la MRC de Joliette, les commerces de vente au détail qui exercent des activités ou qui offrent des services jugés prioritaires ainsi que ceux qui disposent d’une porte extérieure habituellement utilisée par la clientèle peuvent ouvrir. La date de réouverture des centres commerciaux situés dans ces régions n’a pas encore été annoncée. Les entreprises de la chaîne d’approvisionnement de ces commerces peuvent également exercer leurs activités."
QnA,"Consignes d’isolement, symptômes et traitements",Quelles sont les consignes sanitaires en lien avec la COVID-19?,N/A,"Les personnes qui sont en isolement doivent rester à la maison, surveiller leurs symptômes et appeler au [1 877 644‑4545](tel:+1-877-644-4545) si elles présentent l’un des symptômes suivants : *   apparition ou aggravation d’une toux; *   [fièvre]( ); *   difficultés respiratoires; *   perte soudaine de l’odorat sans congestion nasale, avec ou sans perte de goût. Certaines pratiques sont recommandées si elles habitent avec d’autres personnes qui n’ont pas voyagé. Pour plus de détails sur les consignes à suivre, se référer à la section [Consignes d'isolement]( )."
QnA,Transports et déplacements,Est-ce que les restaurants peuvent mettre des tables de picnic à la disposition des clients?,N/A,"Vous pouvez utiliser des services de taxi, de covoiturage, d’accompagnement-transport bénévole ou de transport adapté en vous assurant de respecter les [consignes sanitaires]( ). Notez que les personnes offrant ce type de services doivent également suivre les [recommandations intérimaires concernant les chauffeurs de l’industrie du taxi, du covoiturage, de l’accompagnement-transport bénévole et du transport adapté ]( ) émises par l’INSPQ."
QnA,Municipalités,Que doivent faire les municipalités ayant adopté une politique de participation publique?,N/A,"Pour plus d’information sur le port du couvre visage, vous pouvez consulter les [informations générales sur la COVID 19]( ). La pandémie de la COVID-19 est un événement exceptionnel qui requiert des mesures exceptionnelles, et ce, dans l’objectif de freiner la propagation de la maladie et de protéger la population, tout en permettant à la société de continuer de fonctionner le plus normalement possible. Devant cette pandémie, les municipalités jouent un rôle essentiel. Plusieurs des règles prévues dans les arrêtés ministériels visent d’ailleurs à leur donner la latitude d’agir rapidement et efficacement, dans un contexte d’incertitude et de risque. Oui. Les municipalités disposent des pouvoirs nécessaires pour constituer et gérer un fonds d’aide alimentaire. La Loi sur les compétences municipales prévoit entre autres que toute municipalité peut accorder une aide pour assister les personnes dans le besoin, ou pour soutenir une œuvre de bienfaisance."
QnA,Transports et déplacements,"Est-ce qu'il faut avoir peur des transports en commun?",N/A,"Vous pouvez utiliser des services de taxi, de covoiturage, d’accompagnement-transport bénévole ou de transport adapté en vous assurant de respecter les [consignes sanitaires]( ). Notez que les personnes offrant ce type de services doivent également suivre les [recommandations intérimaires concernant les chauffeurs de l’industrie du taxi, du covoiturage, de l’accompagnement-transport bénévole et du transport adapté ]( ) émises par l’INSPQ."
QnA,"Commerces, lieux publics et services prioritaires","Quand est-ce que les centres d'achat pourront ouvrir?",N/A,"Dans toutes les régions du Québec, à l’exception de la communauté métropolitaine de Montréal et de la MRC de Joliette, les commerces de vente au détail peuvent ouvrir, y compris ceux situés dans les centres commerciaux. Sur les territoires de la communauté métropolitaine de Montréal et de la MRC de Joliette, les commerces de vente au détail qui exercent des activités ou qui offrent des services jugés prioritaires ainsi que ceux qui disposent d’une porte extérieure habituellement utilisée par la clientèle peuvent ouvrir. La date de réouverture des centres commerciaux situés dans ces régions n’a pas encore été annoncée. Les entreprises de la chaîne d’approvisionnement de ces commerces peuvent également exercer leurs activités."
QnA,Transports et déplacements,"Je pars en voyage sous peu, dois-je annuler mon voyage ?",N/A,"Le gouvernement du Québec demande d’annuler les voyages qui ne sont pas essentiels. Si une personne part tout de même en voyage, il est d’abord conseillé de consulter les [Conseils aux voyageurs et avertissements ]( ) du Gouvernement du Canada. Un isolement obligatoire est demandé à toutes les personnes qui reviennent de l’étranger."
QnA,"Consignes d’isolement, symptômes et traitements",Pourquoi les professionnels de la santé ont des masques et pas moi?,N/A,"Toute personne ayant fréquenté tout lieu public doit surveiller ses symptômes et respecter les consignes sanitaires suivantes : *   [Lavez-vous les mains]( ) souvent à l'eau tiède courante et au savon pendant au moins 20 secondes, particulièrement lorsqu’on arrive de l’extérieur. *   Désinfectez-vous les mains avec une solution à base d'alcool si vous n'avez pas accès à de l'eau et à du savon. *   Observez les règles d'hygiène lorsque vous toussez ou éternuez :     *   Couvrez-vous la bouche et le nez avec votre bras afin de réduire la propagation des germes.     *   Si vous utilisez un mouchoir en papier, jetez-le dès que possible et lavez-vous les mains par la suite."
QnA,Famille et habitation,"Fermeture des établissements d'hébergement touristique, hôtels, chalets, bed & breakfast, auberges.",N/A,"Le gouvernement du Québec a annoncé la fermeture des établissements d'hébergement touristique jusqu'à nouvel ordre. Cependant, deux types d'hébergement font exception, soit certains terrains de camping faisant l'accueil de voyageurs n'ayant pas d'autre option de logement et disposant d’installations sanitaires suffisantes, ainsi que les hôtels. Les autres types d'hébergement touristique, tel que les chalets, les résidences secondaires en location, les « Bed & Breakfast » et les auberges doivent être fermés."
QnA,Famille et habitation,"J'ai le virus. Est-ce que je peux m'occuper de mon chat?",N/A,"Tout indique que la COVID-19 se transmet de personne à personne à la suite d’un contact étroit. Rien n’indique que les animaux jouent un rôle dans la propagation de la maladie. Au Québec, aucune évidence ne suggère un risque d’infection des humains par les animaux ou par des produits animaux. Des cas de transmission de l'humain vers certains animaux à la suite de contacts étroits ont été établis dans quelques pays. Les connaissances actuelles indiquent notamment que les chats, les furets et les chiens peuvent être infectés. Les animaux qui sont exposés au virus peuvent être assimilés à une surface contaminée qui est difficilement désinfectable et généralement mobile. Les risques de contamination sont réduits en appliquant les mesures suivantes :​ *   [Recommandations du ministère de la Santé et des Services sociaux]( ) *   [Mesures de biosécurité]( )"
QnA,"Sports, loisirs et culture",sentiers de quad,N/A,"La pratique du VTT et du motocross est permise sur tout le territoire québécois. Toutefois, vous devez vous conformer aux [consignes sanitaires]( ) édictées par les autorités de santé publique. Vous devez également respecter les [règles de sécurité dans la pratique du véhicule tout-terrain ]( ) et adopter de bons comportements afin de réduire les risques d’accidents sur les sentiers. Vous pouvez utiliser des services de taxi, de covoiturage, d’accompagnement-transport bénévole ou de transport adapté en vous assurant de respecter les [consignes sanitaires]( ). Notez que les personnes offrant ce type de services doivent également suivre les [recommandations intérimaires concernant les chauffeurs de l’industrie du taxi, du covoiturage, de l’accompagnement-transport bénévole et du transport adapté ]( ) émises par l’INSPQ. Selon les connaissances actuelles, la maladie peut être transmise par des personnes asymptomatiques, porteuses de la maladie. Par conséquent, des mesures préventives sont recommandées en tout temps."
QnA,Services de santé,"Ma mère habite seule, est-ce que je peux faire son épicerie et aller lui porter ?",N/A,"Quelqu’un peut recevoir chez lui une personne ou un proche qui offre un service essentiel ou prioritaire ou dont le soutien est requis. Toutefois, il convient de faire preuve de prudence et de s’assurer que le service requis ne peut attendre. Par exemple, faire venir un plombier pour une réparation urgente est permis. En contrepartie, il est déconseillé, dans le contexte actuel, de faire appel à un plombier pour des tâches qui peuvent attendre, comme le remplacement d’un évier fonctionnel. Cette recommandation s’applique également aux personnes ou aux proches qui viendraient, par exemple, faire du ménage à domicile. Si le service ou le soutien requis ne peut attendre, les personnes doivent maintenir, dans la mesure du possible, une distance minimale de deux mètres et appliquer les [consignes sanitaires]( ) de base."
QnA,"Sports, loisirs et culture",Chasse et pêche,N/A,"Les dates pour l’ouverture des saisons de chasse et de pêche sont maintenues, mais les amateurs de chasse et de pêche seront tenus de respecter les interdictions gouvernementales. Ainsi, ils devront se conformer en tout temps aux directives et recommandations de la Direction nationale de la santé publique visant à endiguer l’épidémie de COVID-19, notamment : *   Éviter de se déplacer d’une région ou d’une ville à l’autre, sauf en cas de nécessité. Les déplacements en lien avec les loisirs ne sont pas considérés « nécessaires ». *   Interdiction de se rassembler à l’intérieur ou à l’extérieur. *   Maintenir en tout temps une distance de 2 mètres entre les individus. *   Pas de camping dans les zones d’exploitation contrôlée (zecs). Pour en savoir plus, [consultez cette page du ministère des Forêts, de la Faune et des Parcs]( ) ."
QnA,"Commerces, lieux publics et services prioritaires","j'ai vu quelqu'un tousse sur des aliments",N/A,"Toute personne ayant fréquenté tout lieu public doit surveiller ses symptômes et respecter les consignes sanitaires suivantes : *   [Lavez-vous les mains]( ) souvent à l'eau tiède courante et au savon pendant au moins 20 secondes, particulièrement lorsqu’on arrive de l’extérieur. *   Désinfectez-vous les mains avec une solution à base d'alcool si vous n'avez pas accès à de l'eau et à du savon. *   Observez les règles d'hygiène lorsque vous toussez ou éternuez :     *   Couvrez-vous la bouche et le nez avec votre bras afin de réduire la propagation des germes.     *   Si vous utilisez un mouchoir en papier, jetez-le dès que possible et lavez-vous les mains par la suite."
QnA,"Consignes d’isolement, symptômes et traitements","J'ai 71 ans, quels sont mes droits?",N/A,"Les personnes qui sont en isolement doivent rester à la maison, surveiller leurs symptômes et appeler au [1 877 644‑4545](tel:+1-877-644-4545) si elles présentent l’un des symptômes suivants : *   apparition ou aggravation d’une toux; *   [fièvre]( ); *   difficultés respiratoires; *   perte soudaine de l’odorat sans congestion nasale, avec ou sans perte de goût. Certaines pratiques sont recommandées si elles habitent avec d’autres personnes qui n’ont pas voyagé. Pour plus de détails sur les consignes à suivre, se référer à la section [Consignes d'isolement]( )."
QnA,Famille et habitation,Les camps de jour seront-ils permis cet été?,N/A,"Le gouvernement du Québec autorise l’ouverture estivale des camps de jour offerts sur l’ensemble du territoire, et ce, dès le 22 juin. Les municipalités et les organismes responsables de la tenue des camps de jour devront toutefois prévoir des activités favorisant le respect de la règle de distanciation et permettant d’assurer l’application de mesures d’hygiène accrues. Pour ce qui est des camps de vacances, puisque ceux-ci demandent l'application de mesures supplémentaires qui s'avéreraient difficiles à respecter, l'ouverture de ce type de camps est remise à l'été 2021\. Toutefois, afin d'offrir un répit aux familles et aux proches aidants, des évaluations sont en cours concernant la possibilité que les camps spécialisés pour les personnes handicapées avec hébergement puissent opérer pendant la période estivale 2020. Pour connaître les mesures sanitaires qui devront être mises en place dans les camps de jour, consultez les outils suivants :"
QnA,Famille et habitation,On va faire quoi la saison des déménagements,N/A,"Les personnes qui reviennent d’un séjour à l’extérieur du pays ont l’obligation de s’isoler pour une période de 14 jours. Cet isolement vise autant les voyageurs malades ou qui ressentent des symptômes que ceux qui n’en ont pas et qui sont en parfaite santé. Les personnes qui sont en isolement doivent rester à la maison, surveiller leurs symptômes et appeler au [1 877 644‑4545](tel:+1-877-644-4545) si elles présentent l’un des symptômes suivants : *   apparition ou aggravation d’une toux; *   [fièvre]( ); *   difficultés respiratoires; *   perte soudaine de l’odorat sans congestion nasale, avec ou sans perte de goût. Certaines pratiques sont recommandées si elles habitent avec d’autres personnes qui n’ont pas voyagé. Pour plus de détails sur les consignes à suivre, se référer à la section [Consignes d'isolement]( )."
QnA,Municipalités,Est-ce que les scrutins référendaires peuvent avoir lieu ?,N/A,"Toutefois, le conseil peut décider de le pourvoir en tenant une élection partielle, notamment dans le cas où il craindrait la perte du quorum. En vertu de cette règle, un poste devenant vacant à partir du 7 novembre 2020 pourrait ne pas être pourvu. Par conséquent, un poste qui était ou deviendrait vacant du 14 mars 2020 au 6 novembre 2020 devrait être pourvu par la tenue d’une élection partielle, sous réserve que l’arrêté 2020-003 ne soit plus en vigueur ou de toute disposition législative contraire. La situation sera reconsidérée en juin en ce qui concerne les modalités de reprise des élections, y compris la date de scrutin. Ces renseignements figureront dans ce document « questions-réponses »."
QnA,"Sports, loisirs et culture","C'est tu possible de prolonger notre séjour, nous sommes au chalet qu'on a loué depuis cet hiver ?",N/A,Consultez la politique de la plateforme d’hébergement collaboratif en question. La plupart ont convenu de mesures de soutien en lien avec la crise sanitaire actuelle ou prévoient des clauses pour force majeure.
QnA,Famille et habitation,"Étant en isolement volontaire, je peux laisser mes chats aller dehors?",N/A,"Les personnes qui sont en isolement doivent rester à la maison, surveiller leurs symptômes et appeler au [1 877 644‑4545](tel:+1-877-644-4545) si elles présentent l’un des symptômes suivants : *   apparition ou aggravation d’une toux; *   [fièvre]( ); *   difficultés respiratoires; *   perte soudaine de l’odorat sans congestion nasale, avec ou sans perte de goût. Certaines pratiques sont recommandées si elles habitent avec d’autres personnes qui n’ont pas voyagé. Pour plus de détails sur les consignes à suivre, se référer à la section [Consignes d'isolement]( )."
QnA,"Commerces, lieux publics et services prioritaires",Les entreprises de services funéraires et cimetières sont-elels toujours en opération?,N/A,"Oui, car les livraisons de colis sont considérées comme des services prioritaires. Les livreurs ne doivent cependant pas présenter de symptômes de la COVID-19."
QnA,Municipalités,La municipalité doit-elle annuler les événements sportifs ou culturels tenus sur son territoire?,N/A,"Les personnes offrant un service ou apportant un soutien doivent maintenir, dans la mesure du possible, une distance minimale de deux mètres avec les occupants. Les rassemblements extérieurs sont permis lorsqu'une distance minimale de deux mètres est maintenue entre l'ensemble des personnes, sauf s'il s'agit de personnes qui habitent la même résidence privée. Pour freiner et ralentir au maximum la contagion entraînée par la COVID-19, le gouvernement du Québec a demandé l’annulation des festivals ainsi que des événements culturels intérieurs et extérieurs prévus sur le territoire québécois pour la période allant jusqu’au 31 août 2020. En vertu du décret 222-2020 du 20 mars 2020, les rassemblements extérieurs sont désormais interdits, sauf exception. Les rassemblements extérieurs sont permis lorsqu'une distance minimale de deux mètres est maintenue entre l'ensemble des personnes, sauf s'il s'agit de personnes qui habitent la même résidence privée."
QnA,Transports et déplacements,examen de conduite,N/A,"*   [Société de l'assurance automobile du Québec (SAAQ)]( )"
QnA,"Sports, loisirs et culture","Si je loue un chalet 3 mois, quelles consignes s'appliquent?",N/A,Consultez la politique de la plateforme d’hébergement collaboratif en question. La plupart ont convenu de mesures de soutien en lien avec la crise sanitaire actuelle ou prévoient des clauses pour force majeure.
QnA,À propos de la COVID-19,Que-ce qui va déterminer que la pandémie est maintenant sous contrôle ou terminée?,N/A,"Le télétravail est à privilégier. Les gestionnaires et les employés sont invités à faire preuve de souplesse et à considérer tous les accommodements nécessaires si les tâches habituelles de l’employé dont un proche présente un état de santé vulnérable à la COVID-19 incluent la participation à des activités jugées indispensables par la dirigeante ou le dirigeant et qui ne peuvent être accomplies en télétravail. Toutefois, il n’est pas possible de garantir qu’une réaffectation sera offerte pour cette raison. Les employées et employés dont un proche présente un état de santé vulnérable sont invités à appliquer scrupuleusement toutes les mesures de protection mises en place dans le milieu de travail."
QnA,Services de santé,"C'est tu correct de faire l'épicerie pour des personnes âgées qui habitent encore dans leur maison",N/A,"Quelqu’un peut recevoir chez lui une personne ou un proche qui offre un service essentiel ou prioritaire ou dont le soutien est requis. Toutefois, il convient de faire preuve de prudence et de s’assurer que le service requis ne peut attendre. Par exemple, faire venir un plombier pour une réparation urgente est permis. En contrepartie, il est déconseillé, dans le contexte actuel, de faire appel à un plombier pour des tâches qui peuvent attendre, comme le remplacement d’un évier fonctionnel. Cette recommandation s’applique également aux personnes ou aux proches qui viendraient, par exemple, faire du ménage à domicile. Si le service ou le soutien requis ne peut attendre, les personnes doivent maintenir, dans la mesure du possible, une distance minimale de deux mètres et appliquer les [consignes sanitaires]( ) de base."
QnA,"Consignes d’isolement, symptômes et traitements",Est-ce que la COVID peut survivre dans mon frigidaire?,N/A,"Tout indique que la COVID-19 se transmet de personne à personne à la suite d’un contact étroit. Rien n’indique que les animaux jouent un rôle dans la propagation de la maladie. Au Québec, aucune évidence ne suggère un risque d’infection des humains par les animaux ou par des produits animaux. Des cas de transmission de l'humain vers certains animaux à la suite de contacts étroits ont été établis dans quelques pays. Les connaissances actuelles indiquent notamment que les chats, les furets et les chiens peuvent être infectés. Les animaux qui sont exposés au virus peuvent être assimilés à une surface contaminée qui est difficilement désinfectable et généralement mobile. Les risques de contamination sont réduits en appliquant les mesures suivantes :​ *   [Recommandations du ministère de la Santé et des Services sociaux]( ) *   [Mesures de biosécurité]( )"
QnA,Famille et habitation,"J'ai besoin d'un électricien.",N/A,"Les activités du secteur de la construction sont autorisées dans l’ensemble des régions du Québec, ainsi que les fournisseurs de biens et de services requis pour ce secteur. Les courtiers immobiliers, les arpenteurs-géomètres, les inspecteurs et les évaluateurs en bâtiment et les évaluateurs agréés peuvent aussi exercer leurs activités."
QnA,"Consignes d’isolement, symptômes et traitements","Y a-t-il des précautions à prendre avec les repas, plats à emporter ou livraisons?",N/A,"Oui, car les livraisons de colis sont considérées comme des services prioritaires. Les livreurs ne doivent cependant pas présenter de symptômes de la COVID-19."
QnA,"Sports, loisirs et culture","Si je prend une marche à l'extérieur est-ce que je dois garder une distance de 2 mètres ?",N/A,"À compter du 8 juin, les activités sportives, de loisir et de plein air individuelles ou collectives qui se déroulent à l’extérieur seront autorisées sous réserve de l’application des principes de distanciation physique et de l’ensemble des recommandations de la Direction générale de la santé publique. Pour l’instant, les sports collectifs devront être pratiqués dans un format « entraînement » seulement, sans contact. Les parties et les compétitions locales pourraient reprendre vers la fin du mois de juin, selon l’évolution de la situation. Des annonces seront faites ultérieurement. Les activités extérieures individuelles et collectives supervisées, comme le yoga et les sorties en plein air guidées, sont aussi permises dès maintenant. Cette phase de réouverture inclut également la tenue de compétitions locales pour les activités individuelles et à deux qui permettent le respect d’une distanciation physique de 2 mètres entre les personnes."
QnA,"Consignes d’isolement, symptômes et traitements","J'ai un petit rhume, est-ce que je peux continuer le travail?",N/A,"Quelqu’un peut recevoir chez lui une personne ou un proche qui offre un service essentiel ou prioritaire ou dont le soutien est requis. Toutefois, il convient de faire preuve de prudence et de s’assurer que le service requis ne peut attendre. Par exemple, faire venir un plombier pour une réparation urgente est permis. En contrepartie, il est déconseillé, dans le contexte actuel, de faire appel à un plombier pour des tâches qui peuvent attendre, comme le remplacement d’un évier fonctionnel. Cette recommandation s’applique également aux personnes ou aux proches qui viendraient, par exemple, faire du ménage à domicile. Si le service ou le soutien requis ne peut attendre, les personnes doivent maintenir, dans la mesure du possible, une distance minimale de deux mètres et appliquer les [consignes sanitaires]( ) de base."
QnA,"Consignes d’isolement, symptômes et traitements",Quelles sont les règles à suivre en isolement ?,N/A,"Les personnes qui sont en isolement doivent rester à la maison, surveiller leurs symptômes et appeler au [1 877 644‑4545](tel:+1-877-644-4545) si elles présentent l’un des symptômes suivants : *   apparition ou aggravation d’une toux; *   [fièvre]( ); *   difficultés respiratoires; *   perte soudaine de l’odorat sans congestion nasale, avec ou sans perte de goût. Certaines pratiques sont recommandées si elles habitent avec d’autres personnes qui n’ont pas voyagé. Pour plus de détails sur les consignes à suivre, se référer à la section [Consignes d'isolement]( )."
QnA,"Sports, loisirs et culture","Puis-je aller en camping avec ma copine même si nous n'avons pas la même adresse postale?",N/A,"Oui, car les livraisons de colis sont considérées comme des services prioritaires. Les livreurs ne doivent cependant pas présenter de symptômes de la COVID-19."
QnA,"Sports, loisirs et culture",Peut-on aller dans une piscine privée chez des amis?,N/A,"Quelqu’un peut recevoir chez lui une personne ou un proche qui offre un service essentiel ou prioritaire ou dont le soutien est requis. Toutefois, il convient de faire preuve de prudence et de s’assurer que le service requis ne peut attendre. Par exemple, faire venir un plombier pour une réparation urgente est permis. En contrepartie, il est déconseillé, dans le contexte actuel, de faire appel à un plombier pour des tâches qui peuvent attendre, comme le remplacement d’un évier fonctionnel. Cette recommandation s’applique également aux personnes ou aux proches qui viendraient, par exemple, faire du ménage à domicile. Si le service ou le soutien requis ne peut attendre, les personnes doivent maintenir, dans la mesure du possible, une distance minimale de deux mètres et appliquer les [consignes sanitaires]( ) de base."
QnA,"Consignes d’isolement, symptômes et traitements","Comment protéger mon entourage à l'intérieur si je suis testé positif au COVID ?",N/A,"Les personnes qui sont en isolement doivent rester à la maison, surveiller leurs symptômes et appeler au [1 877 644‑4545](tel:+1-877-644-4545) si elles présentent l’un des symptômes suivants : *   apparition ou aggravation d’une toux; *   [fièvre]( ); *   difficultés respiratoires; *   perte soudaine de l’odorat sans congestion nasale, avec ou sans perte de goût. Certaines pratiques sont recommandées si elles habitent avec d’autres personnes qui n’ont pas voyagé. Pour plus de détails sur les consignes à suivre, se référer à la section [Consignes d'isolement]( )."
QnA,"Consignes d’isolement, symptômes et traitements",Que veut dire distanciation physique ?,N/A,"Les personnes qui sont en isolement doivent rester à la maison, surveiller leurs symptômes et appeler au [1 877 644‑4545](tel:+1-877-644-4545) si elles présentent l’un des symptômes suivants : *   apparition ou aggravation d’une toux; *   [fièvre]( ); *   difficultés respiratoires; *   perte soudaine de l’odorat sans congestion nasale, avec ou sans perte de goût. Certaines pratiques sont recommandées si elles habitent avec d’autres personnes qui n’ont pas voyagé. Pour plus de détails sur les consignes à suivre, se référer à la section [Consignes d'isolement]( )."
QnA,À propos de la COVID-19,"Infection au coronavirus par le nez, la gorge ou les poumons.",N/A,"Tout indique que la COVID-19 se transmet de personne à personne à la suite d’un contact étroit. Rien n’indique que les animaux jouent un rôle dans la propagation de la maladie. Au Québec, aucune évidence ne suggère un risque d’infection des humains par les animaux ou par des produits animaux. Des cas de transmission de l'humain vers certains animaux à la suite de contacts étroits ont été établis dans quelques pays. Les connaissances actuelles indiquent notamment que les chats, les furets et les chiens peuvent être infectés. Les animaux qui sont exposés au virus peuvent être assimilés à une surface contaminée qui est difficilement désinfectable et généralement mobile. Les risques de contamination sont réduits en appliquant les mesures suivantes :​ *   [Recommandations du ministère de la Santé et des Services sociaux]( ) *   [Mesures de biosécurité]( )"
QnA,Transports et déplacements,haltes,N/A,"*   dans un moyen de transport, à condition que les usagers maintiennent, dans la mesure du possible, une distance minimale de deux mètres entre eux; *   réunissant des occupants dans une résidence privée ou dans ce qui en tient lieu, et toute autre personne leur offrant un service ou dont le soutien est requis. Les personnes offrant un service ou apportant un soutien doivent maintenir, dans la mesure du possible, une distance minimale de deux mètres avec les occupants. Nous faisons appel à la collaboration et au bon jugement des gens dans cette situation. La réponse à cette question dépend de plusieurs facteurs : est-ce que ces personnes vivent seules, est-ce qu’elles continuent de travailler, etc. Si ces personnes décident de se voir, il faut s’assurer que : *   chacune d’elle a respecté et respecte les [consignes sanitaires pour tous]( ) émises par la Santé publique;"
